workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,Index,Construction,Context,Question,Response,Adj,Tense
220,3A4NIXBJ774WF65S0BITLMRZLBVMLN,7,35,"""english""","""Yes""","""""",Trial10,7 32 was_not_smart_to I_think_Mark_Cuban_was_not_smart_to_let_a_successful_coach_go_in_Avery_Johnson. Is_Judy_certain_that_Mark_Cuban_let_Avery_Johnson_go? 7 smart Past,10,7,32,was_not_smart_to,I_think_Mark_Cuban_was_not_smart_to_let_a_successful_coach_go_in_Avery_Johnson.,Is_Judy_certain_that_Mark_Cuban_let_Avery_Johnson_go?,7,smart,Past
161,3PB5A5BD0WBX8BK4LEJOPCP1U5FG71,7,34,"""english""","""Yes""","""""",Trial10,7 123 was_not_lucky_to It_seems_that_there_is_not_a_specific_test_kit_to_certificate_thin_client__or__if_existing__i_was_not_lucky_to_find_it. Is_Judy_certain_that_she_found_a_specific_test_kit? 1 lucky Past,10,7,123,was_not_lucky_to,It_seems_that_there_is_not_a_specific_test_kit_to_certificate_thin_client__or__if_existing__i_was_not_lucky_to_find_it.,Is_Judy_certain_that_she_found_a_specific_test_kit?,1,lucky,Past
120,3U4J9857OFG1HUCT5SRAO1Y4ESN7BB,2,29,"""English""","""Yes""","""""",Trial10,2 75 was_not_fortunate_to I_like_to_teach_my_children_about_Jesus__I_was_not_fortunate_to_grow_up_in_a_home_where_religion_played_a_major_role. Is_Judy_certain_that_she_grew_up_in_a_home_where_religion_played_a_major_role? 1 fortunate Past,10,2,75,was_not_fortunate_to,I_like_to_teach_my_children_about_Jesus__I_was_not_fortunate_to_grow_up_in_a_home_where_religion_played_a_major_role.,Is_Judy_certain_that_she_grew_up_in_a_home_where_religion_played_a_major_role?,1,fortunate,Past
193,3TUI152ZZCSAAEZGZU7RIG2QX6P1QL,3,30,"""english""","""Yes""","""""",Trial10,3 72 was_not_fortunate_to It_wasn't_always_safe__especially_when_the_water_level_in_the_river_rose_and_raged__but_Paul_and_Thomas_were_determined_to_get_an_education._When_tuition_fees_at_their_school_increased__Thomas_had_to_drop_out_and_Paul_had_to_transfer_to_a_different_school_to_finish_third_grade._'I_was_very_sad_and_my_heart_was_very_heavy_'_Thomas's_father_said._'We_are_poor_from_our_forefathers'_time._I__too__was_not_fortunate_to_go_to_school.' Is_Judy_certain_that_Thomas'_father_went_to_school? 5 fortunate Past,10,3,72,was_not_fortunate_to,It_wasn't_always_safe__especially_when_the_water_level_in_the_river_rose_and_raged__but_Paul_and_Thomas_were_determined_to_get_an_education._When_tuition_fees_at_their_school_increased__Thomas_had_to_drop_out_and_Paul_had_to_transfer_to_a_different_school_to_finish_third_grade._'I_was_very_sad_and_my_heart_was_very_heavy_'_Thomas's_father_said._'We_are_poor_from_our_forefathers'_time._I__too__was_not_fortunate_to_go_to_school.',Is_Judy_certain_that_Thomas'_father_went_to_school?,5,fortunate,Past
64,3IO1LGZLKA2ZBW0HJ628RL87BBI68C,4,61,"""English+""","""Yes""","""Very+interesting+""",Trial10,4 47 are_not_wise_to The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike. Is_Judy_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike? 1 wise Pres,10,4,47,are_not_wise_to,The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike.,Is_Judy_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike?,1,wise,Pres
88,3QXNC7EIPJ04BQXCM9S5IGTRIEE09U,1,63,"""English""","""Yes""","""""",Trial10,1 53 is_n't_foolish_to Everything_about_the_AlphaSmart_line__combined_with_core_functions_of_the_Palm_like_the_PIM_apps_and_eBooks__makes_the_Dana_ideal_for_school_markets._I_predict__that_with_the_right_marketing_campaign_and_good_software_support_from_the_educational_community__that_the_Dana_will_become_one_the_most_successful_Palm_OS_devices_ever_produced._[...]_I_guess_my_school_is_from_a_rich_suburban_area_because_I_am_sure_my_school_will_buy_these._However_my_school_isn't_foolish_to_waste_it's_money_on_laptops. Is_Judy_certain_that_her_school_wasted_or_will_waste_its_money_on_laptops? 2 foolish Pres,10,1,53,is_n't_foolish_to,Everything_about_the_AlphaSmart_line__combined_with_core_functions_of_the_Palm_like_the_PIM_apps_and_eBooks__makes_the_Dana_ideal_for_school_markets._I_predict__that_with_the_right_marketing_campaign_and_good_software_support_from_the_educational_community__that_the_Dana_will_become_one_the_most_successful_Palm_OS_devices_ever_produced._[...]_I_guess_my_school_is_from_a_rich_suburban_area_because_I_am_sure_my_school_will_buy_these._However_my_school_isn't_foolish_to_waste_it's_money_on_laptops.,Is_Judy_certain_that_her_school_wasted_or_will_waste_its_money_on_laptops?,2,foolish,Pres
30,3MX2NQ3YCAZT7T1BMV4VFEB06PFX5U,2,31,"""English""","""Yes""","""""",Trial10,2 150 was_not_mean_to Since_January_2006__there_have_been_several_accidents_in_which_horses_spooked_and_were_injured._In_one_an_elderly_man_broke_his_hip._Please_take_a_good_look_at_the_carriage_horse___he_was_not_mean_to_pull_tourists_around_between_the_shafts_of_his_carriage_without_even_the_opportunity_to_scratch_an_itch. Is_Judy_certain_that_the_carriage_horse_pulled_tourists_around? 4 mean Past,10,2,150,was_not_mean_to,Since_January_2006__there_have_been_several_accidents_in_which_horses_spooked_and_were_injured._In_one_an_elderly_man_broke_his_hip._Please_take_a_good_look_at_the_carriage_horse___he_was_not_mean_to_pull_tourists_around_between_the_shafts_of_his_carriage_without_even_the_opportunity_to_scratch_an_itch.,Is_Judy_certain_that_the_carriage_horse_pulled_tourists_around?,4,mean,Past
177,3SB4CE2TJW0QDZDSHRVCNPRMY3HAXE,5,27,"""english""","""Yes""","""""",Trial10,5 65 was_not_fortunate_to Well__I_was_not_fortunate_to_start_at_that_tender_age_but_nevertheless__I_started_in_Barbados_at_the_age_of_20. Is_Judy_certain_that_she_started_at_that_tender_age? 1 fortunate Past,10,5,65,was_not_fortunate_to,Well__I_was_not_fortunate_to_start_at_that_tender_age_but_nevertheless__I_started_in_Barbados_at_the_age_of_20.,Is_Judy_certain_that_she_started_at_that_tender_age?,1,fortunate,Past
144,3O6CYIULEE6V38M0DRGHL7P9W42UWG,5,34,"""english""","""Yes""","""""",Trial10,5 20 am_not_stupid_to I_am_glad_that_you_are_thinking__You_are_right_it_is_just_to_make_Saudi_Arabia_and_Iran_more_enemies_for_the_benefit_of_others_and_possibly_to_justify_an_attack!_The_Iranians_are_not_stupid_to_commit_such_a_crime_on_American_soil_and_the_give_the_US_another_excuse_to_sanction_Iran_more. Is_Judy_certain_that_the_Iranians_committed_or_will_commit_such_a_crime_on_American_soil? 1 stupid Pres,10,5,20,am_not_stupid_to,I_am_glad_that_you_are_thinking__You_are_right_it_is_just_to_make_Saudi_Arabia_and_Iran_more_enemies_for_the_benefit_of_others_and_possibly_to_justify_an_attack!_The_Iranians_are_not_stupid_to_commit_such_a_crime_on_American_soil_and_the_give_the_US_another_excuse_to_sanction_Iran_more.,Is_Judy_certain_that_the_Iranians_committed_or_will_commit_such_a_crime_on_American_soil?,1,stupid,Pres
128,31QTRG6Q2UIM0894B6ZBWYNQZVAPYE,4,51,"""English""","""Yes""","""it+is+interesting+how+one+may+%22sift%22+through+words+to+get+the+basic+understanding..""",Trial10,4 76 was_not_fortunate_to I_want_to_say_thank_you_for_bringing_Irish_music_into_our_home._I_was_not_fortunate_to_grow_up_with_this_gift. Is_Judy_certain_that_she_grew_up_with_the_gift_of_Irish_music? 1 fortunate Past,10,4,76,was_not_fortunate_to,I_want_to_say_thank_you_for_bringing_Irish_music_into_our_home._I_was_not_fortunate_to_grow_up_with_this_gift.,Is_Judy_certain_that_she_grew_up_with_the_gift_of_Irish_music?,1,fortunate,Past
133,31EUONYN2W8NBE2YRVZC0ZE679DOVO,4,32,"""English""","""Yes""","""""",Trial10,4 88 are_not_fortunate_to Their_younger_son_is_a_track_star__setting_several_state_records_in_the_200_m_and_400_m_sprints._They_routinely_visit_their_relatives__John_and_Mary__who_are_not_fortunate_to_enjoy_the_finer_things_in_life. Is_Judy_certain_that_John_and_Mary_enjoy_the_finer_things_in_life? 5 fortunate Pres,10,4,88,are_not_fortunate_to,Their_younger_son_is_a_track_star__setting_several_state_records_in_the_200_m_and_400_m_sprints._They_routinely_visit_their_relatives__John_and_Mary__who_are_not_fortunate_to_enjoy_the_finer_things_in_life.,Is_Judy_certain_that_John_and_Mary_enjoy_the_finer_things_in_life?,5,fortunate,Pres
230,31QNSG6A5SYIFWEM2G70XZ836M378D,4,38,"""Eglish""","""Yes""","""""",Trial10,4 76 was_not_fortunate_to I_want_to_say_thank_you_for_bringing_Irish_music_into_our_home._I_was_not_fortunate_to_grow_up_with_this_gift. Is_Judy_certain_that_she_grew_up_with_the_gift_of_Irish_music? 1 fortunate Past,10,4,76,was_not_fortunate_to,I_want_to_say_thank_you_for_bringing_Irish_music_into_our_home._I_was_not_fortunate_to_grow_up_with_this_gift.,Is_Judy_certain_that_she_grew_up_with_the_gift_of_Irish_music?,1,fortunate,Past
259,3RRCEFRB7NH4Y7UA3UT3LPEUNQY4BP,1,54,"""English""","""Yes""","""Was+different+than+most+on+here+so+was+interesting+in+that+aspect.""",Trial10,1 79 am_not_fortunate_to I_am_not_fortunate_to_own_the_land_I_work_and_being_a_renter_I_am_very_limited. Is_Judy_certain_that_she_owns_the_land_she_works? 7 fortunate Pres,10,1,79,am_not_fortunate_to,I_am_not_fortunate_to_own_the_land_I_work_and_being_a_renter_I_am_very_limited.,Is_Judy_certain_that_she_owns_the_land_she_works?,7,fortunate,Pres
25,3G5F9DBFOQ2DJXGBNI4MGQH5VNZHVT,2,28,"""English""","""Yes""","""""",Trial10,2 149 were_n't_lucky_to At_famous_world_meeting_of_PPG_pilots_and_manufacturers__held_every_two_years_in_Basse_Ham_(France)__Piotr_Dudek_and_Michael_Campbell_Jones_received_an_award_honouring_innovative_paraglider_design._The_prize_itself_was_a_metal_bush_of_Daniel_Svarovski's_company.__Since_the_prize_is_a_single_piece__it_was_decided_that_will_be_exchanged_periodically_between_its_holders__being_displayed_for_half_of_the_year_at_each_headquarters._For_the_first_term_it_went_to_England.__(as_of_today___24.05.2010___we_weren't_lucky_to_hear_from_Michael_on_this_matter_anymore_;) Is_Judy_certain_that_she_heard_from_Michael_on_the_matter? 1 lucky Past,10,2,149,were_n't_lucky_to,At_famous_world_meeting_of_PPG_pilots_and_manufacturers__held_every_two_years_in_Basse_Ham_(France)__Piotr_Dudek_and_Michael_Campbell_Jones_received_an_award_honouring_innovative_paraglider_design._The_prize_itself_was_a_metal_bush_of_Daniel_Svarovski's_company.__Since_the_prize_is_a_single_piece__it_was_decided_that_will_be_exchanged_periodically_between_its_holders__being_displayed_for_half_of_the_year_at_each_headquarters._For_the_first_term_it_went_to_England.__(as_of_today___24.05.2010___we_weren't_lucky_to_hear_from_Michael_on_this_matter_anymore_;),Is_Judy_certain_that_she_heard_from_Michael_on_the_matter?,1,lucky,Past
3,3XLBSAQ9Z5HXZSF9B67DAJ575V9Z79,8,38,"""English""","""Yes""","""Not+sure+which+ones+were+meant+to+be+the+obvious+ones.++All+took+pretty+careful+reading!""",Trial10,8 31 was_not_smart_to So_I_did._They_explained_to_me_in_simple_terms_that_any_infection_may_have_serious_repercussions._That_I_was_not_smart_to_not_have_told_them__and_don't_do_it_again. Is_Judy_certain_that_she_didn't_tell_them? 7 smart Past,10,8,31,was_not_smart_to,So_I_did._They_explained_to_me_in_simple_terms_that_any_infection_may_have_serious_repercussions._That_I_was_not_smart_to_not_have_told_them__and_don't_do_it_again.,Is_Judy_certain_that_she_didn't_tell_them?,7,smart,Past
38,3DL65MZB8EK50EJ9601B5VW3I0SCEA,6,41,"""English""","""Yes""","""That+was+some+difficult+wording+to+work+with.""",Trial10,6 73 was_not_fortunate_to Heather:_Wasn't_helpful_though._And_yes__everything_turns_golden__even_the_hair._One_of_the_more_common_transformation_that_I_am_used_too._Unlike_say_the_mermaid_I_turned_into_when_I_first_met_Alex___which_was_embarrassing_for_me__suddenly_having_a_fin_tail_as_opposed_to_legs._When_I_transformed_back_I_was_not_fortunate_to_have_a_costume_made_of_unstable_molecules._ Is_Heather_certain_that_she_had_a_costume_made_of_unstable_molecules? 7 fortunate Past,10,6,73,was_not_fortunate_to,Heather:_Wasn't_helpful_though._And_yes__everything_turns_golden__even_the_hair._One_of_the_more_common_transformation_that_I_am_used_too._Unlike_say_the_mermaid_I_turned_into_when_I_first_met_Alex___which_was_embarrassing_for_me__suddenly_having_a_fin_tail_as_opposed_to_legs._When_I_transformed_back_I_was_not_fortunate_to_have_a_costume_made_of_unstable_molecules._,Is_Heather_certain_that_she_had_a_costume_made_of_unstable_molecules?,7,fortunate,Past
80,379J5II41PLY3IDFJDUA8EMQC95ELR,6,25,"""English""","""Yes""","""Some+of+the+passages+were+difficult+to+understand+and+required+you+to+read+them+a+few+times+to+answer+the+question.+""",Trial10,6 29 is_n't_smart_to We_can_always_make_use_of_practical__work_a_day_metals_like_iron_and_nickel__but_precious_metals_like_gold_and_platinum_are_valuable_mostly_because_they're_rare._'From_a_simple_business_perspective_this_may_not_work_'_says_Hertzfeld._'Have_they_analyzed_what_they_would_do_to_market_prices_if_they_brought_back_an_asteroid_full_of_platinum?'_None_of_these_problems_mean_that_mining_asteroids_isn't_ultimately_a_good_idea._And_none_of_them_mean_that_a_group_like_Planetary_Resources_isn't_smart_to_get_the_thinking_and_the_industry_moving_in_the_right_direction. Is_Judy_certain_that_Planetary_Resources_got_or_will_get_the_thinking_and_the_industry_moving_in_the_right_direction? 5 smart Pres,10,6,29,is_n't_smart_to,We_can_always_make_use_of_practical__work_a_day_metals_like_iron_and_nickel__but_precious_metals_like_gold_and_platinum_are_valuable_mostly_because_they're_rare._'From_a_simple_business_perspective_this_may_not_work_'_says_Hertzfeld._'Have_they_analyzed_what_they_would_do_to_market_prices_if_they_brought_back_an_asteroid_full_of_platinum?'_None_of_these_problems_mean_that_mining_asteroids_isn't_ultimately_a_good_idea._And_none_of_them_mean_that_a_group_like_Planetary_Resources_isn't_smart_to_get_the_thinking_and_the_industry_moving_in_the_right_direction.,Is_Judy_certain_that_Planetary_Resources_got_or_will_get_the_thinking_and_the_industry_moving_in_the_right_direction?,5,smart,Pres
250,3WS1NTTKEZHDC0OPPVSXSCF2LC9F01,3,26,"""english""","""Yes""","""""",Trial10,3 41 was_not_wise_to Independence__twelve_miles_from_the_territorial_line__a_young_man_from_the_territory__'a_down_easter'__counseled_me_to_take_off_the_label_from_my_baggage__said_I_was_not_wise_to_put_my_name_there__at_least_should_not_add_Brattleboro__Vt.__for_I_would_not_be_treated_well_if_I_were_known_to_be_a_Yankee. Is_Judy_certain_that_she_put_her_name_on_her_baggage? 7 wise Past,10,3,41,was_not_wise_to,Independence__twelve_miles_from_the_territorial_line__a_young_man_from_the_territory__'a_down_easter'__counseled_me_to_take_off_the_label_from_my_baggage__said_I_was_not_wise_to_put_my_name_there__at_least_should_not_add_Brattleboro__Vt.__for_I_would_not_be_treated_well_if_I_were_known_to_be_a_Yankee.,Is_Judy_certain_that_she_put_her_name_on_her_baggage?,7,wise,Past
153,3H0W84IWBL796G8SOXR6UQVPI1UREU,1,43,"""English""","""Yes""","""""",Trial10,1 67 was_not_fortunate_to John:_My_career_goal_is_to_become_a_certified_public_accountant._I've_been_unwilling_to_incur_the_expense_because_I've_been_giving_my_kids_the_time_and_direction_that_I_was_not_fortunate_to_have_from_my_father._ Is_John_certain_that_he_was_given_time_and_direction_from_his_father? 1 fortunate Past,10,1,67,was_not_fortunate_to,John:_My_career_goal_is_to_become_a_certified_public_accountant._I've_been_unwilling_to_incur_the_expense_because_I've_been_giving_my_kids_the_time_and_direction_that_I_was_not_fortunate_to_have_from_my_father._,Is_John_certain_that_he_was_given_time_and_direction_from_his_father?,1,fortunate,Past
221,3TYCR1GOTDOWED4BF08NTON80FEZLI,5,54,"""English""","""Yes""","""Funny+exercise""",Trial10,5 47 are_not_wise_to The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike. Is_Judy_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike? 5 wise Pres,10,5,47,are_not_wise_to,The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike.,Is_Judy_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike?,5,wise,Pres
45,32SCWG5HII9KHOZY5N4JD73X0LHP6E,5,24,"""English""","""Yes""","""(Great+survey!+I+gave+my+full+effort+and+hope+my+input+helps+further+your+research.+Please+let+me+know+if+you+have+any+further+questions+for+me.+Good+luck+with+your+research!)""",Trial10,5 47 are_not_wise_to The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike. Is_Judy_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike? 5 wise Pres,10,5,47,are_not_wise_to,The_flight_attendants_are_not_wise_to_invoke_the_specter_of_a_strike.,Is_Judy_certain_that_the_flight_attendants_invoked_or_will_invoke_the_specter_of_a_strike?,5,wise,Pres
247,3ON104KXQL1WMASLYLPZ83RFXRF4W4,2,41,"""english""","""Yes""","""""",Trial10,2 121 was_not_lucky_to Golconda_is_the_most_magnificent_fortress_complex_in_India_and_its_origin_dates_back_to_13th_century._The_fort_is_famous_for_its_acoustics__palaces__factories__ingenious_water_supply_system__etc._But_I_was_not_lucky_to_enjoy_them. Is_Judy_certain_that_she_enjoyed_the_famous_things_of_Golconda? 2 lucky Past,10,2,121,was_not_lucky_to,Golconda_is_the_most_magnificent_fortress_complex_in_India_and_its_origin_dates_back_to_13th_century._The_fort_is_famous_for_its_acoustics__palaces__factories__ingenious_water_supply_system__etc._But_I_was_not_lucky_to_enjoy_them.,Is_Judy_certain_that_she_enjoyed_the_famous_things_of_Golconda?,2,lucky,Past
47,3HMIGG0U4MB1UGANPPX0ACS0ALAY83,1,44,"""English""","""Yes""","""No+comment.""",Trial10,1 53 is_n't_foolish_to Everything_about_the_AlphaSmart_line__combined_with_core_functions_of_the_Palm_like_the_PIM_apps_and_eBooks__makes_the_Dana_ideal_for_school_markets._I_predict__that_with_the_right_marketing_campaign_and_good_software_support_from_the_educational_community__that_the_Dana_will_become_one_the_most_successful_Palm_OS_devices_ever_produced._[...]_I_guess_my_school_is_from_a_rich_suburban_area_because_I_am_sure_my_school_will_buy_these._However_my_school_isn't_foolish_to_waste_it's_money_on_laptops. Is_Judy_certain_that_her_school_wasted_or_will_waste_its_money_on_laptops? 7 foolish Pres,10,1,53,is_n't_foolish_to,Everything_about_the_AlphaSmart_line__combined_with_core_functions_of_the_Palm_like_the_PIM_apps_and_eBooks__makes_the_Dana_ideal_for_school_markets._I_predict__that_with_the_right_marketing_campaign_and_good_software_support_from_the_educational_community__that_the_Dana_will_become_one_the_most_successful_Palm_OS_devices_ever_produced._[...]_I_guess_my_school_is_from_a_rich_suburban_area_because_I_am_sure_my_school_will_buy_these._However_my_school_isn't_foolish_to_waste_it's_money_on_laptops.,Is_Judy_certain_that_her_school_wasted_or_will_waste_its_money_on_laptops?,7,foolish,Pres
143,3OUYGIZWR83P3DDJ3YO246T6NIWP0E,8,31,"""English""","""Yes""","""A+lot+of+these+sentences+were+confusing+primarily+because+they+had+bad+and+awkward+English.+That+made+it+sometimes+difficult+to+discern+100%25+what+the+sentence+was+implying.+For+instance%2C+on+that+last+sentence%2C+the+last+line+was+not+even+a+complete+sentence%2C+it+was+a+sentence+fragment.+%22That+I+was+not+smart+to+have+not+told+them+and+not+to+do+it+again.%22+That+is+a+sentence+fragment.+That+made+it+awkward+to+read+and+made+the+task+more+cumbersome+than+it+would+have+been+otherwise.+Another+issue+was+with+the+horse+scenario.+Should+the+sentence+have+read+%22The+horse+was+not+meant%22+instead+of+%22The+horse+was+not+mean+to+pull+them+around%22%3F+It+seemed+like+it.+Those+were+my+biggest+issues%3B+strangely+worded+and+improperly+worded+examples.+""",Trial10,8 31 was_not_smart_to So_I_did._They_explained_to_me_in_simple_terms_that_any_infection_may_have_serious_repercussions._That_I_was_not_smart_to_not_have_told_them__and_don't_do_it_again. Is_Judy_certain_that_she_didn't_tell_them? 7 smart Past,10,8,31,was_not_smart_to,So_I_did._They_explained_to_me_in_simple_terms_that_any_infection_may_have_serious_repercussions._That_I_was_not_smart_to_not_have_told_them__and_don't_do_it_again.,Is_Judy_certain_that_she_didn't_tell_them?,7,smart,Past
138,3TVSS0C0E25G3V7BDMQ7GB37DQWWTS,6,30,"""English""","""Yes""","""""",Trial10,6 73 was_not_fortunate_to Heather:_Wasn't_helpful_though._And_yes__everything_turns_golden__even_the_hair._One_of_the_more_common_transformation_that_I_am_used_too._Unlike_say_the_mermaid_I_turned_into_when_I_first_met_Alex___which_was_embarrassing_for_me__suddenly_having_a_fin_tail_as_opposed_to_legs._When_I_transformed_back_I_was_not_fortunate_to_have_a_costume_made_of_unstable_molecules._ Is_Heather_certain_that_she_had_a_costume_made_of_unstable_molecules? 7 fortunate Past,10,6,73,was_not_fortunate_to,Heather:_Wasn't_helpful_though._And_yes__everything_turns_golden__even_the_hair._One_of_the_more_common_transformation_that_I_am_used_too._Unlike_say_the_mermaid_I_turned_into_when_I_first_met_Alex___which_was_embarrassing_for_me__suddenly_having_a_fin_tail_as_opposed_to_legs._When_I_transformed_back_I_was_not_fortunate_to_have_a_costume_made_of_unstable_molecules._,Is_Heather_certain_that_she_had_a_costume_made_of_unstable_molecules?,7,fortunate,Past
205,37FMASSAYDWY6ETPOJV7FQODS8YBIA,2,31,"""English""","""Yes""","""""",Trial10,2 75 was_not_fortunate_to I_like_to_teach_my_children_about_Jesus__I_was_not_fortunate_to_grow_up_in_a_home_where_religion_played_a_major_role. Is_Judy_certain_that_she_grew_up_in_a_home_where_religion_played_a_major_role? 1 fortunate Past,10,2,75,was_not_fortunate_to,I_like_to_teach_my_children_about_Jesus__I_was_not_fortunate_to_grow_up_in_a_home_where_religion_played_a_major_role.,Is_Judy_certain_that_she_grew_up_in_a_home_where_religion_played_a_major_role?,1,fortunate,Past
208,32XVDSJFP02QEKJKQ50O6QSQFB62MG,1,43,"""English""","""Yes""","""""",Trial10,1 21 am_not_stupid_to Anthony_is_right_stay_out_because_this_is_our_issue_to_resolve_and_we_are_not_stupid_to_believe_in_what_is_happening_in_washington_and_all_over_in_the_US_goverment_is_one_bit_good_for_us. Is_Judy_certain_that_she_believes_in_what_is_happening_in_washington_is_one_bit_good_for_her? 1 stupid Pres,10,1,21,am_not_stupid_to,Anthony_is_right_stay_out_because_this_is_our_issue_to_resolve_and_we_are_not_stupid_to_believe_in_what_is_happening_in_washington_and_all_over_in_the_US_goverment_is_one_bit_good_for_us.,Is_Judy_certain_that_she_believes_in_what_is_happening_in_washington_is_one_bit_good_for_her?,1,stupid,Pres
238,3JWH6J9I9TIQKF4GLZ8ZKYKUE7SBNQ,1,34,"""English""","""Yes""","""I+felt+like+some+of+the+questions+about+the+passages+were+worded+strangely.+That+was+maybe+the+intent%2C+but+I+almost+felt+like+there+was+trickery+going+on+sometimes.""",Trial10,1 57 are_not_foolish_to Oh__we_would_rejoice._We_ache_to_see_our_brothers_and_sisters_relieved_of_this_stress._We_ache_to_rejoice_with_them_and_lift_our_voices_that_we_are_not_foolish_to_trust_in_this_God. Is_Judy_certain_that_she_trusts_in_this_God? 7 foolish Pres,10,1,57,are_not_foolish_to,Oh__we_would_rejoice._We_ache_to_see_our_brothers_and_sisters_relieved_of_this_stress._We_ache_to_rejoice_with_them_and_lift_our_voices_that_we_are_not_foolish_to_trust_in_this_God.,Is_Judy_certain_that_she_trusts_in_this_God?,7,foolish,Pres
196,33TIN5LC05F18LTXUH3EA8NBURT9Y4,6,33,"""English""","""Yes""","""Everything+worked+correctly.""",Trial10,6 32 was_not_smart_to I_think_Mark_Cuban_was_not_smart_to_let_a_successful_coach_go_in_Avery_Johnson. Is_Judy_certain_that_Mark_Cuban_let_Avery_Johnson_go? 7 smart Past,10,6,32,was_not_smart_to,I_think_Mark_Cuban_was_not_smart_to_let_a_successful_coach_go_in_Avery_Johnson.,Is_Judy_certain_that_Mark_Cuban_let_Avery_Johnson_go?,7,smart,Past
115,3FIJLY1B6V9G0HS96G7N7DGATKLFP8,8,40,"""English""","""Yes""","""""",Trial10,8 92 are_not_fortunate_to Well__I_don't_know_whether_or_not_Iranians_are_lucky_not_to_have_people_like_me_responsible_for_Iran's_foreign_policies._But_I_am_sure_they_are_not_fortunate_to_have_a_cautious_Mullah Is_Judy_certain_that_the_Iranians_have_a_cautious_Mullah? 7 fortunate Pres,10,8,92,are_not_fortunate_to,Well__I_don't_know_whether_or_not_Iranians_are_lucky_not_to_have_people_like_me_responsible_for_Iran's_foreign_policies._But_I_am_sure_they_are_not_fortunate_to_have_a_cautious_Mullah,Is_Judy_certain_that_the_Iranians_have_a_cautious_Mullah?,7,fortunate,Pres
125,336KAV9KYRXQ818Y98OZ0LFXOLJ2Y5,5,26,"""English""","""Yes""","""""",Trial10,5 151 am_not_mean_to I_am_not_mean_to_disparage_this_bag_by_calling_it_a_joke_bag__http://www.ufashiononline.com__because_this_bag_is_actually_a_joke_bag Is_Judy_certain_that_she_disparaged_or_will_disparage_the_bag? 7 mean Pres,10,5,151,am_not_mean_to,I_am_not_mean_to_disparage_this_bag_by_calling_it_a_joke_bag__http://www.ufashiononline.com__because_this_bag_is_actually_a_joke_bag,Is_Judy_certain_that_she_disparaged_or_will_disparage_the_bag?,7,mean,Pres
210,3IX2EGZR7COHHWUK2Y2XR68HN9QRJF,4,40,"""English""","""Yes""","""The+language+on+some+of+the+questions+was+strange.++For+example%2C+someone+would+know+someone+didn't+do+anything.++The+question+asked+how+certain+they+were+that+they+did%3F++I+would+say+no%2C+because+it+didn't+happen%2C+yet+they+were+certain+something+did+or+didn't+happen.++Maybe+I'm+making+it+confusing.++Thanks!""",Trial10,4 71 was_not_fortunate_to That_way__all_I_have_to_do_is_name_tags_and_things_that_require_their_names._Also__familiarize_yourself_with_the_curriculum._I_was_not_fortunate_to_get_this_chance._ Is_Judy_certain_that_she_had_the_chance_to_familiarize_herself_with_the_curriculum?_ 2 fortunate Past,10,4,71,was_not_fortunate_to,That_way__all_I_have_to_do_is_name_tags_and_things_that_require_their_names._Also__familiarize_yourself_with_the_curriculum._I_was_not_fortunate_to_get_this_chance._,Is_Judy_certain_that_she_had_the_chance_to_familiarize_herself_with_the_curriculum?_,2,fortunate,Past
160,3RSDURM96BRI3HKE2SJ02MOMLO9EYJ,2,35,"""English""","""Yes""","""""",Trial10,2 55 was_not_foolish_to Archbishop_Williams_categorically_pointed_out_that_none_of_the_people_he_had_trained_to_become_pastors_could_rub_shoulders_with_him_for_the_reason_that_he_did_not_impart_all_of_his_knowledge_on_them._He_emphasized_that_he_was_not_foolish_to_give_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained__because_he_knew_for_a_fact_that_when_he_did_that_the_people_could_one_day_rub_shoulders_with_him. Is_Judy_certain_that_Archbishop_Williams_gave_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained? 3 foolish Past,10,2,55,was_not_foolish_to,Archbishop_Williams_categorically_pointed_out_that_none_of_the_people_he_had_trained_to_become_pastors_could_rub_shoulders_with_him_for_the_reason_that_he_did_not_impart_all_of_his_knowledge_on_them._He_emphasized_that_he_was_not_foolish_to_give_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained__because_he_knew_for_a_fact_that_when_he_did_that_the_people_could_one_day_rub_shoulders_with_him.,Is_Judy_certain_that_Archbishop_Williams_gave_all_that_he_had_as_a_celebrated_man_of_God_to_the_people_he_trained?,3,foolish,Past
