workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough,AdjPure
111,3XC1O3LBOSN84Y7CBQ42AJK8MUPTLW,10,31,"English","Yes",Trial14,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,14,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
10,320DUZ38G7NY43X6O5TIVLSRSBCGJ8,4,29,"English","Yes",Trial14,5 29-lucky-CnC-noE CnC Eve_wanted_to_be_a_model. She_had_beautiful_skin. 5 lucky She_had_bad_skin. to_have_beautiful_skin noE,14,5,29-lucky-CnC-noE,CnC,Eve_wanted_to_be_a_model.,She_had_beautiful_skin.,5,lucky,She_had_bad_skin.,to_have_beautiful_skin,noE,lucky
71,3BWI6RSP7GA70U0DH1EXSS26O0XE7I,10,28,"English","Yes",Trial14,11 29-lucky-CnC-E CnC Eve_wanted_to_be_a_model. She_had_beautiful_skin. 7 lucky_enough She_had_bad_skin. to_have_beautiful_skin E,14,11,29-lucky-CnC-E,CnC,Eve_wanted_to_be_a_model.,She_had_beautiful_skin.,7,lucky_enough,She_had_bad_skin.,to_have_beautiful_skin,E,lucky
119,32Q90QCQ1SMVV97X0V36WX7SUKYEKP,1,29,"english","Yes",Trial14,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,14,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
104,3D4CH1LGEAU9YRKX2T256REOW619G7,6,24,"english","Yes",Trial14,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,14,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
87,3JJVG1YBEBYU6NAAJHXAT0IPUXPB50,6,25,"English","Yes",Trial14,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,14,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
35,39GAF6DQWR1ARJ7XNBMYRMZFL911VF,1,23,"English","Yes",Trial14,2 15-fortunate-CxC-E CxC Sue_spontaneously_went_to_the_beach. She_was_wearing_flip-flops. 6 fortunate_enough She_was_wearing_high_heels. to_be_wearing_flip-flops E,14,2,15-fortunate-CxC-E,CxC,Sue_spontaneously_went_to_the_beach.,She_was_wearing_flip-flops.,6,fortunate_enough,She_was_wearing_high_heels.,to_be_wearing_flip-flops,E,fortunate
13,3KOPY89HM83XARLITQMYCR3IO683JO,1,30,"english","Yes",Trial14,2 22-brave-CxC-noE CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 3 brave He_curled_up_on_the_ground. to_take_them_on noE,14,2,22-brave-CxC-noE,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,3,brave,He_curled_up_on_the_ground.,to_take_them_on,noE,brave
93,38BQUHLA9W1CXOKPFLJIGMTANRYOM7,8,38,"english","Yes",Trial14,9 19-brave-CnC-E CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 7 brave_enough He_watched_from_the_river_bank. to_jump_into_the_river E,14,9,19-brave-CnC-E,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,7,brave_enough,He_watched_from_the_river_bank.,to_jump_into_the_river,E,brave
73,3ND9UOO81K30WFB66V9DX3R7QO7WLP,11,43,"Korean%2C+English","Yes",Trial14,12 55-mean-CnC-E CnC Jack_walked_past_an_old_man_with_a_cane. He_pushed_the_man. 5 mean_enough He_steered_clear_of_the_man. to_push_the_man E,14,12,55-mean-CnC-E,CnC,Jack_walked_past_an_old_man_with_a_cane.,He_pushed_the_man.,5,mean_enough,He_steered_clear_of_the_man.,to_push_the_man,E,mean
28,3TS1AR6UQQFZ6809CCY3AAN601DF72,3,52,"English","Yes",Trial14,4 9-stupid-CnC-E CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 7 stupid_enough He_broke_up_with_her. to_marry_her E,14,4,9-stupid-CnC-E,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,7,stupid_enough,He_broke_up_with_her.,to_marry_her,E,stupid
67,3DYGAII7PL9L33UIME3EMVI57XSPQD,11,43,"English","Yes",Trial14,12 55-mean-CnC-E CnC Jack_walked_past_an_old_man_with_a_cane. He_pushed_the_man. 7 mean_enough He_steered_clear_of_the_man. to_push_the_man E,14,12,55-mean-CnC-E,CnC,Jack_walked_past_an_old_man_with_a_cane.,He_pushed_the_man.,7,mean_enough,He_steered_clear_of_the_man.,to_push_the_man,E,mean
115,3O7L7BFSHEQ4PEH90SIUJHSF2G9EIE,8,34,"English","Yes",Trial14,9 31-wise-CxC-E CxC Paul_bought_an_expensive_TV. He_asked_about_the_return_policy. 4 wise_enough He_didn't_ask_the_sales_person_any_questions. to_ask_about_the_return_policy E,14,9,31-wise-CxC-E,CxC,Paul_bought_an_expensive_TV.,He_asked_about_the_return_policy.,4,wise_enough,He_didn't_ask_the_sales_person_any_questions.,to_ask_about_the_return_policy,E,wise
128,3OVHNO1VE62LSYSJ41VWDUDKYH9ZD2,6,37,"english","Yes",Trial14,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 2 sad She_shared_an_apartment_with_some_friends. to_live_alone na,14,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,2,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
48,3U088ZLJVKUNZJMKH2NUZJZJNQWW0G,1,34,"english","Yes",Trial14,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,14,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
76,3UJ1CZ6IZHQTN9RCU3J5JPSPYLB5SV,6,58,"English","Yes",Trial14,7 59-mean-CnC-noE CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 1 mean He_felt_bad_and_apologized. to_laugh_when_she_cried noE,14,7,59-mean-CnC-noE,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,1,mean,He_felt_bad_and_apologized.,to_laugh_when_she_cried,noE,mean
79,3QFUFYSY9YG2NLIQAE0W7Y3W9ZNF4I,7,32,"English","Yes",Trial14,8 23-brave-CnC-E CnC Greg_wrote_a_controversial_article. He_used_his_own_name. 6 brave_enough He_used_a_fake_name. to_use_his_own_name E,14,8,23-brave-CnC-E,CnC,Greg_wrote_a_controversial_article.,He_used_his_own_name.,6,brave_enough,He_used_a_fake_name.,to_use_his_own_name,E,brave
81,3NS0A6KXC49O4I2A6RW4JFGHB9PZGC,10,41,"English+","Yes",Trial14,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,14,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
57,3634BBTX0OVWVSH5V3201ZDFEHOFIX,8,31,"English","Yes",Trial14,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,14,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
60,32SVAV9L3FAM9YIEZK9LJS0ZYJEA3F,11,23,"English","Yes",Trial14,12 10-stupid-CxC-noE CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 1 stupid He_threw_away_his_drink. to_take_a_sip noE,14,12,10-stupid-CxC-noE,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,1,stupid,He_threw_away_his_drink.,to_take_a_sip,noE,stupid
133,33JKGHPFYCVUF3KDE6J51XT5XHUNMS,5,45,"english","Yes",Trial14,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,14,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
132,3F6HPJW4JD1UVTPYWPR8I7SYKOHW21,6,65,"English","Yes",Trial14,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,14,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
32,3M68NM076H8D5YRDKXT5LL1T8E56RQ,2,33,"english","Yes",Trial14,3 9-stupid-CxC-E CxC Zack_was_sitting_in_the_bath_tub. He_used_the_hair_dryer. 6 stupid_enough He_was_far_away_from_all_electrical_appliances. to_use_the_hair_dryer E,14,3,9-stupid-CxC-E,CxC,Zack_was_sitting_in_the_bath_tub.,He_used_the_hair_dryer.,6,stupid_enough,He_was_far_away_from_all_electrical_appliances.,to_use_the_hair_dryer,E,stupid
89,3RSDURM96ANQFEWE4A4X55M3SZ7YE4,9,33,"English","Yes",Trial14,10 22-brave-CnC-E CnC Greg_saw_a_man_hit_a_dog. He_stood_up_to_the_man. 7 brave_enough He_walked_away. to_stand_up_to_the_man E,14,10,22-brave-CnC-E,CnC,Greg_saw_a_man_hit_a_dog.,He_stood_up_to_the_man.,7,brave_enough,He_walked_away.,to_stand_up_to_the_man,E,brave
105,3EWIJTFFVO8TIJ0TW2TODDSJGMS0E5,11,54,"English","Yes",Trial14,12 31-wise-CxC-noE CxC Paul_bought_an_expensive_TV. He_asked_about_the_return_policy. 5 wise He_didn't_ask_the_sales_person_any_questions. to_ask_about_the_return_policy noE,14,12,31-wise-CxC-noE,CxC,Paul_bought_an_expensive_TV.,He_asked_about_the_return_policy.,5,wise,He_didn't_ask_the_sales_person_any_questions.,to_ask_about_the_return_policy,noE,wise
45,379J5II41OH6FFPFLVF7BXK7JK3LEZ,7,30,"English","Yes",Trial14,8 56-mean-CxC-noE CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 6 mean He_still_watched_it_with_her. to_turn_off_the_movie noE,14,8,56-mean-CxC-noE,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,6,mean,He_still_watched_it_with_her.,to_turn_off_the_movie,noE,mean
58,3M0NZ3JDP1ZQOLDQPVDDFIPSL0CZ5V,8,31,"English","Yes",Trial14,9 53-rude-CnC-noE CnC Ann_had_insulted_her_husband. She_laughed_at_his_tears. 3 rude She_felt_terrible_and_apologized. to_laugh_at_his_tears noE,14,9,53-rude-CnC-noE,CnC,Ann_had_insulted_her_husband.,She_laughed_at_his_tears.,3,rude,She_felt_terrible_and_apologized.,to_laugh_at_his_tears,noE,rude
17,3WETL7AQWT9P3S6X4OI4BHKD65D352,8,22,"English","Yes",Trial14,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,14,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
9,3S06PH7KSR5OX27BWQM4L0T8L2Y1DH,11,31,"English","Yes",Trial14,12 20-brave-CxC-E CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 7 brave_enough He_refused_to_speak_up. to_agree_to_do_it E,14,12,20-brave-CxC-E,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,7,brave_enough,He_refused_to_speak_up.,to_agree_to_do_it,E,brave
47,31JLPPHS2UVBB2CF93E3KNK4N0IO3S,8,25,"English","Yes",Trial14,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,14,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
88,3SB4CE2TJVWYPWPSJ9G9Q8P35EDXA0,10,40,"English","Yes",Trial14,11 50-rude-CxC-noE CxC Ann_got_reprimanded_by_her_boss. She_ignored_him. 5 rude She_apologized_for_her_mistake. to_ignore_him noE,14,11,50-rude-CxC-noE,CxC,Ann_got_reprimanded_by_her_boss.,She_ignored_him.,5,rude,She_apologized_for_her_mistake.,to_ignore_him,noE,rude
95,3MMN5BL1WZ5NBZR3WNZQSJVZS043MT,0,20,"English","Yes",Trial14,1 33-wise-CnC-noE CnC Paul_ran_a_marathon_on_Sunday. He_went_to_bed_early_the_night_before. 5 wise He_stayed_up_late_on_Saturday. to_go_to_bed_early_the_night_before noE,14,1,33-wise-CnC-noE,CnC,Paul_ran_a_marathon_on_Sunday.,He_went_to_bed_early_the_night_before.,5,wise,He_stayed_up_late_on_Saturday.,to_go_to_bed_early_the_night_before,noE,wise
24,3WJ1OXY92AH8AVOKB14HA98AE578A6,7,34,"English","Yes",Trial14,8 7-stupid-CxC-E CxC Zack_had_the_measles. He_went_to_school. 5 stupid_enough He_stayed_in_his_room. to_go_to_school E,14,8,7-stupid-CxC-E,CxC,Zack_had_the_measles.,He_went_to_school.,5,stupid_enough,He_stayed_in_his_room.,to_go_to_school,E,stupid
30,31HQ4X3T3SB7PYUXMQZC0EOMKBBLSZ,1,36,"English","Yes",Trial14,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,14,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
125,3TK8OJTYM1MD8BQZ8DXOSIHDOP7PV7,3,22,"English","Yes",Trial14,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,14,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
99,3GLB5JMZFXWL1HXEE977SNXENRGDGS,11,26,"English","Yes",Trial14,12 30-lucky-CxC-E CxC Eve_did_not_understand_her_chemistry_class. She_got_a_B. 6 lucky_enough She_failed_the_class. to_get_a_B E,14,12,30-lucky-CxC-E,CxC,Eve_did_not_understand_her_chemistry_class.,She_got_a_B.,6,lucky_enough,She_failed_the_class.,to_get_a_B,E,lucky
112,3WAKVUDHUWHOPQXZ71T2WAO9AOT7UU,8,36,"english","Yes",Trial14,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,14,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
80,30X31N5D63RQTF3TPZAMR08BQZFSAR,0,25,"English","Yes",Trial14,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 3 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,14,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,3,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
91,3MH9DQ757WD7IJ8004XW2N129REGU8,2,27,"English","Yes",Trial14,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,14,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
51,3EFE17QCRC6532B7V5KE8MVF3U7HST,4,31,"English","Yes",Trial14,5 29-lucky-CnC-noE CnC Eve_wanted_to_be_a_model. She_had_beautiful_skin. 6 lucky She_had_bad_skin. to_have_beautiful_skin noE,14,5,29-lucky-CnC-noE,CnC,Eve_wanted_to_be_a_model.,She_had_beautiful_skin.,6,lucky,She_had_bad_skin.,to_have_beautiful_skin,noE,lucky
103,3EF8EXOTT1W10O736M8FOYOLQMXJ1F,2,38,"English","Yes",Trial14,3 28-lucky-CxC-E CxC Eve_has_a_5th_grade_education. She_got_a_minimum_wage_job 7 lucky_enough She_can't_get_a_job. to_get_a_minimum_wage_job E,14,3,28-lucky-CxC-E,CxC,Eve_has_a_5th_grade_education.,She_got_a_minimum_wage_job,7,lucky_enough,She_can't_get_a_job.,to_get_a_minimum_wage_job,E,lucky
74,33SA9F9TRXVMQ91EP9M9K81NHRBWE7,3,34,"English","Yes",Trial14,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,14,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
49,33OOO72IVHMF1UD6YDB370ULSLHCT5,2,24,"English","Yes",Trial14,3 56-mean-CnC-E CnC Jack_saw_a_hungry_dog. He_pretended_to_have_food_for_him. 6 mean_enough He_walked_away. to_pretend_to_have_food_for_him E,14,3,56-mean-CnC-E,CnC,Jack_saw_a_hungry_dog.,He_pretended_to_have_food_for_him.,6,mean_enough,He_walked_away.,to_pretend_to_have_food_for_him,E,mean
43,31EUONYN2V4VNBEYTDK93ICNEKGVO1,9,24,"English","Yes",Trial14,10 47-polite-CnC-noE CnC Chad_had_insulted_his_wife. He_apologized. 1 polite He_refused_to_acknowledge_his_insult. to_apologize noE,14,10,47-polite-CnC-noE,CnC,Chad_had_insulted_his_wife.,He_apologized.,1,polite,He_refused_to_acknowledge_his_insult.,to_apologize,noE,polite
110,3FFJ6VRIL1P5YO2FSLJFYSQB8F4I01,3,28,"English","Yes",Trial14,4 9-stupid-CnC-E CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 6 stupid_enough He_broke_up_with_her. to_marry_her E,14,4,9-stupid-CnC-E,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,6,stupid_enough,He_broke_up_with_her.,to_marry_her,E,stupid
18,3ZQIG0FLQEH3SKN0KZBJKCP9HMGVWE,3,28,"English","Yes",Trial14,4 59-mean-CnC-E CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 7 mean_enough He_felt_bad_and_apologized. to_laugh_when_she_cried E,14,4,59-mean-CnC-E,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,7,mean_enough,He_felt_bad_and_apologized.,to_laugh_when_she_cried,E,mean
7,32UTUBMZ7GXB4HPPP8FNXYCO7LXVBX,2,30,"English","Yes",Trial14,3 47-polite-CnC-E CnC Chad_had_insulted_his_wife. He_apologized. 7 polite_enough He_refused_to_acknowledge_his_insult. to_apologize E,14,3,47-polite-CnC-E,CnC,Chad_had_insulted_his_wife.,He_apologized.,7,polite_enough,He_refused_to_acknowledge_his_insult.,to_apologize,E,polite
33,33F859I566E6MGU5KJYJIXLFZ6NBHO,0,22,"english","Yes",Trial14,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,14,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
107,37ZHEEHM6WN4QWKGSHX191Y9XBF73S,3,38,"English","Yes",Trial14,4 49-rude-CxC-E CxC Ann's_neighbor_greeted_her. She_ignored_him. 7 rude_enough She_greeted_him_back. to_ignore_him E,14,4,49-rude-CxC-E,CxC,Ann's_neighbor_greeted_her.,She_ignored_him.,7,rude_enough,She_greeted_him_back.,to_ignore_him,E,rude
31,34BBWHLWHACY6E30LSC05NZF9KKWII,4,33,"English","Yes",Trial14,5 52-rude-CnC-E CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 7 rude_enough She_knocked_to_let_him_know_she_was_there. to_be_eavesdropping E,14,5,52-rude-CnC-E,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,7,rude_enough,She_knocked_to_let_him_know_she_was_there.,to_be_eavesdropping,E,rude
70,3QAPZX2QN4E1N3OD3IYNBCJUJJ920C,0,26,"english","Yes",Trial14,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,14,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
78,36W0OB37HWF24EXLQXEM4FSIQ9AHZ1,0,20,"english","Yes",Trial14,1 58-mean-CxC-E CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 7 mean_enough He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am E,14,1,58-mean-CxC-E,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,7,mean_enough,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,E,mean
94,374TNBHA8BWFCHMJD1ZXZMBHB21QYE,9,35,"English","Yes",Trial14,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,14,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
23,3VAR3R6G1P2XCZILLK9ZB4SF3MGO8Q,5,34,"English","Yes",Trial14,6 1-smart-CxC-E CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 4 smart_enough She_didn't_change_the_volume. to_turn_up_the_volume E,14,6,1-smart-CxC-E,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,4,smart_enough,She_didn't_change_the_volume.,to_turn_up_the_volume,E,smart
121,3MH9DQ757WD7IJ8004XW2N129RHGUB,0,23,"English","Yes",Trial14,1 58-mean-CxC-E CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 7 mean_enough He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am E,14,1,58-mean-CxC-E,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,7,mean_enough,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,E,mean
27,3NC5L260MON6RES8TYF5LW91QQTOF7,0,31,"English","Yes",Trial14,1 27-lucky-CxC-E CxC Eve_was_a_finalist_in_The_Bachelor. She_was_chosen. 7 lucky_enough She_lost_out_to_the_other_woman. to_be_chosen E,14,1,27-lucky-CxC-E,CxC,Eve_was_a_finalist_in_The_Bachelor.,She_was_chosen.,7,lucky_enough,She_lost_out_to_the_other_woman.,to_be_chosen,E,lucky
56,3R0T90IZ1SDBWPR0EDCW8HFW2RBCGY,2,37,"English","Yes",Trial14,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,14,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
8,3SLE99ER0NESD1UZQ54QI4PKVW4BZE,5,37,"English","Yes",Trial14,6 51-rude-CxC-E CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 5 rude_enough She_was_using_a_fork. to_use_her_fingers E,14,6,51-rude-CxC-E,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,5,rude_enough,She_was_using_a_fork.,to_use_her_fingers,E,rude
131,3FIJLY1B6U5OCE498YSKAWER0VQPFQ,3,36,"English","Yes",Trial14,4 22-brave-CnC-noE CnC Greg_saw_a_man_hit_a_dog. He_stood_up_to_the_man. 7 brave He_walked_away. to_stand_up_to_the_man noE,14,4,22-brave-CnC-noE,CnC,Greg_saw_a_man_hit_a_dog.,He_stood_up_to_the_man.,7,brave,He_walked_away.,to_stand_up_to_the_man,noE,brave
1,3MTMREQS4VJJ0WK294KNOPBWWCHAWU,3,26,"English","Yes",Trial14,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,14,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
96,3PM8NZGV8YHQCCW985DVG8489W9QXA,6,36,"English","Yes",Trial14,7 28-lucky-CnC-noE CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 5 lucky She_won_a_consolation_prize. to_win_the_first_prize noE,14,7,28-lucky-CnC-noE,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,5,lucky,She_won_a_consolation_prize.,to_win_the_first_prize,noE,lucky
52,3B2X28YI3WGQPRAOO07FL6WPQS96BK,4,31,"English","Yes",Trial14,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,14,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
109,36U2A8VAG10T1EOO0WF030Z8CWAYKV,4,67,"English","Yes",Trial14,5 35-wise-CnC-E CnC Paul_was_staying_in_a_bad_part_of_town. He_stayed_at_home_at_night. 7 wise_enough He_went_out_alone_in_the_dark. to_stay_at_home_at_night E,14,5,35-wise-CnC-E,CnC,Paul_was_staying_in_a_bad_part_of_town.,He_stayed_at_home_at_night.,7,wise_enough,He_went_out_alone_in_the_dark.,to_stay_at_home_at_night,E,wise
64,3LS2AMNW5FR3I3IH7EQZXVDFXS4OQ3,11,33,"English","Yes",Trial14,12 55-mean-CnC-E CnC Jack_walked_past_an_old_man_with_a_cane. He_pushed_the_man. 6 mean_enough He_steered_clear_of_the_man. to_push_the_man E,14,12,55-mean-CnC-E,CnC,Jack_walked_past_an_old_man_with_a_cane.,He_pushed_the_man.,6,mean_enough,He_steered_clear_of_the_man.,to_push_the_man,E,mean
